Name,Synonyms,SMILES
6-(1H-Imidazol-4-YL)pyridine-3-carboxylic acid,6-(1H-IMIDAZOL-4-YL)PYRIDINE-3-CARBOXYLIC ACID|1936661-47-0|EN300-1628406|6-(1H-IMIDAZOL-4-YL)PYRIDINE-3-CARBOXYLICACID,C1=CC(=NC=C1C(=O)O)C2=CN=CN2
"7-Methyl-[1,2,4]triazolo[1,5-A]pyridine-5-carboxylic acid","1427434-69-2|7-METHYL-[1,2,4]TRIAZOLO[1,5-A]PYRIDINE-5-CARBOXYLIC ACID|EN300-1104766|7-METHYL-[1,2,4]TRIAZOLO[1,5-A]PYRIDINE-5-CARBOXYLICACID",CC1=CC2=NC=NN2C(=C1)C(=O)O
2-Methoxy-5-(5-methyl-2-imidazolyl)pyridine,1866859-90-6|2-Methoxy-5-(5-methyl-1H-imidazol-2-yl)pyridine|2-Methoxy-5-(5-methyl-2-imidazolyl)pyridine|SY350566,CC1=CN=C(N1)C2=CN=C(C=C2)OC
6-((1r)-1-Amino-2-hydroxyethyl)pyridine-2-carboxylic acid,1213541-31-1|6-((1r)-1-amino-2-hydroxyethyl)pyridine-2-carboxylic acid|N14650|6-((1r)-1-amino-2-hydroxyethyl)pyridine-2-carboxylicacid,C1=CC(=NC(=C1)C(=O)O)[C@H](CO)N
6-((1r)-1-Amino-2-hydroxyethyl)pyridine-3-carboxylic acid,1213330-43-8|6-((1r)-1-amino-2-hydroxyethyl)pyridine-3-carboxylic acid|N14655|6-((1r)-1-amino-2-hydroxyethyl)pyridine-3-carboxylicacid,C1=CC(=NC=C1C(=O)O)[C@H](CO)N
3-Chloro-4-(5-methyl-2-imidazolyl)pyridine,1936298-95-1|3-Chloro-4-(5-methyl-1H-imidazol-2-yl)pyridine|3-Chloro-4-(5-methyl-2-imidazolyl)pyridine|SY350492,CC1=CN=C(N1)C2=C(C=NC=C2)Cl
Methyl 5-((1r)-1-amino-2-hydroxyethyl)pyridine-2-carboxylate,1212859-15-8|methyl 5-((1r)-1-amino-2-hydroxyethyl)pyridine-2-carboxylate|N14647|methyl5-((1r)-1-amino-2-hydroxyethyl)pyridine-2-carboxylate,COC(=O)C1=NC=C(C=C1)[C@H](CO)N
"3-Hydroxy-6,7-dihydro-5H-cyclopenta[c]pyridine-6-carboxylic acid","1934396-38-9|3-Hydroxy-6,7-dihydro-5H-cyclopenta[c]pyridine-6-carboxylic acid|3-Hydroxy-6,7-dihydro-5H-cyclopenta[c]pyridine-6-carboxylicacid",C1C(CC2=CNC(=O)C=C21)C(=O)O
"5-Chloro-1-methylpyrazolo[4,3-b]pyridine-6-carbonitrile","2225137-15-3|5-Chloro-1-methylpyrazolo[4,3-b]pyridine-6-carbonitrile|EN300-1588797|5-chloro-1-methyl-1H-pyrazolo[4,3-b]pyridine-6-carbonitrile",CN1C2=C(C=N1)N=C(C(=C2)C#N)Cl
"4-(2-Methylimidazol-1-yl)furo[3,2-c]pyridine","2320465-24-3|4-(2-Methylimidazol-1-yl)furo[3,2-c]pyridine|1-{furo[3,2-c]pyridin-4-yl}-2-methyl-1H-imidazole|AKOS040705785",CC1=NC=CN1C2=NC=CC3=C2C=CO3
"4-(4-Methylpyrazol-1-yl)furo[3,2-c]pyridine","2320886-34-6|4-(4-Methylpyrazol-1-yl)furo[3,2-c]pyridine|1-{furo[3,2-c]pyridin-4-yl}-4-methyl-1H-pyrazole|AKOS040707151",CC1=CN(N=C1)C2=NC=CC3=C2C=CO3
(3R)-3-Amino-3-[6-(hydroxymethyl)pyridin-2-YL]propanoic acid,1270025-33-6|(3R)-3-AMINO-3-[6-(HYDROXYMETHYL)PYRIDIN-2-YL]PROPANOIC ACID|N14930|(3R)-3-AMINO-3-[6-(HYDROXYMETHYL)PYRIDIN-2-YL]PROPANOICACID,C1=CC(=NC(=C1)[C@@H](CC(=O)O)N)CO
"1-(1-Methyl-1H-pyrazolo[4,3-c]pyridin-4-yl)ethanone","2748453-02-1|1-(1-Methyl-1H-pyrazolo[4,3-c]pyridin-4-yl)ethan-1-one|1-(1-Methyl-1H-pyrazolo[4,3-c]pyridin-4-yl)ethanone|MFCD32695757|SY325262",CC(=O)C1=NC=CC2=C1C=NN2C
"1-methyl-5-oxo-1H,4H,5H-pyrazolo[4,3-b]pyridine-6-carbonitrile","2166766-68-1|1-methyl-5-oxo-1H,4H,5H-pyrazolo[4,3-b]pyridine-6-carbonitrile|DB-421746|EN300-1581817|1-methyl-5-oxo-4,5-dihydro-1H-pyrazolo[4,3-b]pyridine-6-carbonitrile",CN1C2=C(C=N1)NC(=O)C(=C2)C#N
2-Methyl-4-(5-methyl-2-imidazolyl)pyridine,2274856-99-2|2-Methyl-4-(5-methyl-1H-imidazol-2-yl)pyridine|2-Methyl-4-(5-methyl-2-imidazolyl)pyridine|SY350941,CC1=NC=CC(=C1)C2=NC=C(N2)C
"methyl 2-methyl-1H-pyrrolo[2,3-b]pyridine-4-carboxylate","methyl 2-methyl-1H-pyrrolo[2,3-b]pyridine-4-carboxylate|1638764-49-4|methyl2-methyl-1H-pyrrolo[2,3-b]pyridine-4-carboxylate",CC1=CC2=C(C=CN=C2N1)C(=O)OC
3-[(Prop-2-yn-1-yloxy)amino]pyridine-4-carboxylic acid,3-[(Prop-2-yn-1-yloxy)amino]pyridine-4-carboxylic acid|1852758-98-5|EN300-1449295|3-[(Prop-2-yn-1-yloxy)amino]pyridine-4-carboxylicacid,C#CCONC1=C(C=CN=C1)C(=O)O
6-[(Prop-2-yn-1-yloxy)amino]pyridine-2-carboxylic acid,6-[(Prop-2-yn-1-yloxy)amino]pyridine-2-carboxylic acid|1872947-63-1|EN300-1449487|6-[(Prop-2-yn-1-yloxy)amino]pyridine-2-carboxylicacid,C#CCONC1=CC=CC(=N1)C(=O)O
4-[(Prop-2-yn-1-yloxy)amino]pyridine-3-carboxylic acid,4-[(Prop-2-yn-1-yloxy)amino]pyridine-3-carboxylic acid|1865457-41-5|EN300-1449024|4-[(Prop-2-yn-1-yloxy)amino]pyridine-3-carboxylicacid,C#CCONC1=C(C=NC=C1)C(=O)O
"Methyl 7-methyl-1H-pyrrolo[3,2-c]pyridine-3-carboxylate","Methyl 7-methyl-1H-pyrrolo[3,2-c]pyridine-3-carboxylate|2231676-81-4|Methyl7-methyl-1H-pyrrolo[3,2-c]pyridine-3-carboxylate",CC1=CN=CC2=C1NC=C2C(=O)OC
"methyl 1-methyl-1H-pyrazolo[4,3-c]pyridine-4-carboxylate","methyl 1-methyl-1H-pyrazolo[4,3-c]pyridine-4-carboxylate|2105232-52-6|methyl1-methyl-1H-pyrazolo[4,3-c]pyridine-4-carboxylate",CN1C2=C(C=N1)C(=NC=C2)C(=O)OC
"methyl 1-methyl-1H-pyrrolo[3,2-b]pyridine-6-carboxylate","methyl 1-methyl-1H-pyrrolo[3,2-b]pyridine-6-carboxylate|2121702-57-4|methyl1-methyl-1H-pyrrolo[3,2-b]pyridine-6-carboxylate",CN1C=CC2=C1C=C(C=N2)C(=O)OC
3-Amino-3-(pyridin-4-yl)butanoic acid,3-amino-3-(pyridin-4-yl)butanoic acid|1270336-72-5|AKOS006344066|3-amino-3-(pyridin-4-yl)butanoicacid|EN300-154345,CC(CC(=O)O)(C1=CC=NC=C1)N
4-Amino-4-(pyridin-2-yl)butanoic acid,4-amino-4-(pyridin-2-yl)butanoic acid|4-amino-4-pyridin-2-ylbutanoic acid|AKOS006366948|1270380-09-0|EN300-1866702,C1=CC=NC(=C1)C(CCC(=O)O)N
3-(Pyridin-4-yl)-1H-pyrazol-4-amine,3-(Pyridin-4-yl)-1H-pyrazol-4-amine|1247079-27-1|AKOS010654490|5-(pyridin-4-yl)-1H-pyrazol-4-amine|EN300-1296409,C1=CN=CC=C1C2=C(C=NN2)N
"1-(Pyridin-3-ylmethyl)-1H-1,2,3-triazol-4-amine","1-(PYRIDIN-3-YLMETHYL)-1H-1,2,3-TRIAZOL-4-AMINE|1504620-97-6|AKOS018085609|EN300-1114595|1-[(pyridin-3-yl)methyl]-1H-1,2,3-triazol-4-amine",C1=CC(=CN=C1)CN2C=C(N=N2)N
3-[Methyl(prop-2-yn-1-yl)amino]pyridine-4-carboxylic acid,3-[methyl(prop-2-yn-1-yl)amino]pyridine-4-carboxylic acid|1557753-01-1|AKOS020786476|EN300-1449114|3-[methyl(prop-2-yn-1-yl)amino]pyridine-4-carboxylicacid,CN(CC#C)C1=C(C=CN=C1)C(=O)O
2-[(Pyridin-2-yl)methoxy]propanoic acid,2-[(Pyridin-2-yl)methoxy]propanoic acid|1549459-32-6|AKOS021535120|2-[(Pyridin-2-yl)methoxy]propanoicacid|EN300-245391,CC(C(=O)O)OCC1=CC=CC=N1
2-[(Pyridin-4-yl)methoxy]propanoic acid,2-[(Pyridin-4-yl)methoxy]propanoic acid|1548246-61-2|AKOS021535841|2-[(Pyridin-4-yl)methoxy]propanoicacid|EN300-245192,CC(C(=O)O)OCC1=CC=NC=C1
"(S)-2-chloro-6,7-dihydro-5H-cyclopenta[b]pyridin-7-amine","(S)-2-chloro-6,7-dihydro-5H-cyclopenta[b]pyridin-7-amine|1336012-60-2|(7S)-2-chloro-6,7-dihydro-5H-cyclopenta[b]pyridin-7-amine",C1CC2=C([C@H]1N)N=C(C=C2)Cl
3-(2-Chloro-1H-imidazol-5-yl)pyridine,3-(2-Chloro-1H-imidazol-5-yl)pyridine|1379179-47-1|3-(2-chloro-3h-imidazol-4-yl)-pyridine|H38065,C1=CC(=CN=C1)C2=CN=C(N2)Cl
"(5-Chloro-1-methyl-1H-pyrrolo[3,2-b]pyridin-3-yl)methanol","(5-Chloro-1-methyl-1H-pyrrolo[3,2-b]pyridin-3-yl)methanol|2231675-83-3|{5-chloro-1-methyl-1H-pyrrolo[3,2-b]pyridin-3-yl}methanol",CN1C=C(C2=C1C=CC(=N2)Cl)CO
"5-(Aminomethyl)-2H-[1,2,4]triazolo[4,3-a]pyridin-3-one","5-(Aminomethyl)-2H-[1,2,4]triazolo[4,3-a]pyridin-3-one|2241138-26-9|EN300-6472733|5-(aminomethyl)-2H,3H-[1,2,4]triazolo[4,3-a]pyridin-3-one",C1=CC2=NNC(=O)N2C(=C1)CN
6-Methyl-4-[(prop-2-yn-1-yl)amino]pyridine-3-carboxylic acid,6-methyl-4-[(prop-2-yn-1-yl)amino]pyridine-3-carboxylic acid|1540451-34-0|AKOS019803757|EN300-1449460|6-methyl-4-[(prop-2-yn-1-yl)amino]pyridine-3-carboxylicacid,CC1=CC(=C(C=N1)C(=O)O)NCC#C
2-Methyl-6-[(prop-2-yn-1-yl)amino]pyridine-3-carboxylic acid,2-methyl-6-[(prop-2-yn-1-yl)amino]pyridine-3-carboxylic acid|1554323-23-7|AKOS020838518|EN300-1449319|2-methyl-6-[(prop-2-yn-1-yl)amino]pyridine-3-carboxylicacid,CC1=C(C=CC(=N1)NCC#C)C(=O)O
2-Methyl-6-[(prop-2-yn-1-yl)amino]pyridine-4-carboxylic acid,2-methyl-6-[(prop-2-yn-1-yl)amino]pyridine-4-carboxylic acid|1566393-07-4|EN300-1449648|2-methyl-6-[(prop-2-yn-1-yl)amino]pyridine-4-carboxylicacid,CC1=CC(=CC(=N1)NCC#C)C(=O)O
(Z)-3-Chloro-3-(pyridin-3-yl)acrylaldehyde,(Z)-3-Chloro-3-pyridin-3-ylprop-2-enal|(Z)-3-Chloro-3-(3-pyridinyl)-2-propenal|(Z)-3-Chloro-3-(pyridin-3-yl)acrylaldehyde|1392279-39-8|starbld0044822,C1=CC(=CN=C1)/C(=C/C=O)/Cl
4-[(3-Methylbut-2-en-1-yl)oxy]pyridine,4-[(3-methylbut-2-en-1-yl)oxy]pyridine|1862451-22-6|4-(3-Methylbut-2-enoxy)pyridine|AKOS040705837,CC(=CCOC1=CC=NC=C1)C
N-Methyl-N-(pyridin-2-yl)thiazol-2-amine,"N-Methyl-N-(pyridin-2-yl)thiazol-2-amine|757885-02-2|N-methyl-N-(1,3-thiazol-2-yl)pyridin-2-amine|F6790-3742",CN(C1=CC=CC=N1)C2=NC=CS2
"3-Nitroimidazo[1,2-a]pyridin-7-amine","Imidazo[1,2-a]pyridin-7-amine, 3-nitro-|1263284-29-2|AKOS015899254|3-nitroimidazo[1,2-a]pyridin-7-amine",C1=CN2C(=NC=C2[N+](=O)[O-])C=C1N
4-[(Pyridin-4-ylmethyl)amino]pentan-1-ol,4-[(Pyridin-4-ylmethyl)amino]pentan-1-ol|1508500-50-2|AKOS018863525|4-{[(pyridin-4-yl)methyl]amino}pentan-1-ol|EN300-162962,CC(CCCO)NCC1=CC=NC=C1
4-[(Pyridin-2-ylmethyl)amino]pentan-1-ol,4-[(Pyridin-2-ylmethyl)amino]pentan-1-ol|1508045-52-0|AKOS018862792|4-{[(pyridin-2-yl)methyl]amino}pentan-1-ol|EN300-162965,CC(CCCO)NCC1=CC=CC=N1
4-[(Pyridin-3-ylmethyl)amino]pentan-1-ol,4-[(Pyridin-3-ylmethyl)amino]pentan-1-ol|1503490-40-1|AKOS018863858|4-{[(pyridin-3-yl)methyl]amino}pentan-1-ol|EN300-162990,CC(CCCO)NCC1=CN=CC=C1
(Hex-5-en-2-yl)(pyridin-2-ylmethyl)amine,(Hex-5-en-2-yl)(pyridin-2-ylmethyl)amine|1564769-32-9|(hex-5-en-2-yl)[(pyridin-2-yl)methyl]amine|EN300-163988,CC(CCC=C)NCC1=CC=CC=N1
(Hex-5-en-2-yl)(pyridin-3-ylmethyl)amine,(Hex-5-en-2-yl)(pyridin-3-ylmethyl)amine|1566201-11-3|(hex-5-en-2-yl)[(pyridin-3-yl)methyl]amine|EN300-163989,CC(CCC=C)NCC1=CN=CC=C1
1-(6-[Methyl(propan-2-YL)amino]pyridin-3-YL)ethan-1-OL,1-(6-[METHYL(PROPAN-2-YL)AMINO]PYRIDIN-3-YL)ETHAN-1-OL|1555957-70-4|1-{6-[methyl(propan-2-yl)amino]pyridin-3-yl}ethan-1-ol|AKOS020883271|EN300-359026,CC(C)N(C)C1=NC=C(C=C1)C(C)O
2-Methyl-6-(pyrrolidin-3-ylmethyl)pyridine,2-methyl-6-(pyrrolidin-3-ylmethyl)pyridine|1337369-10-4|2-methyl-6-[(pyrrolidin-3-yl)methyl]pyridine|EN300-242857,CC1=NC(=CC=C1)CC2CCNC2
"1-(1-Methyl-1H-pyrazolo[4,3-B]pyridin-6-YL)methanamine","1-(1-METHYL-1H-PYRAZOLO[4,3-B]PYRIDIN-6-YL)METHANAMINE|1780166-90-6|EN300-763302|{1-methyl-1H-pyrazolo[4,3-b]pyridin-6-yl}methanamine",CN1C2=C(C=N1)N=CC(=C2)CN
"4-Chloro-[1,3]oxazolo[4,5-C]pyridine-2-carboxylic acid","4-CHLORO-[1,3]OXAZOLO[4,5-C]PYRIDINE-2-CARBOXYLIC ACID|1242250-54-9|EN300-679486|4-CHLORO-[1,3]OXAZOLO[4,5-C]PYRIDINE-2-CARBOXYLICACID",C1=CN=C(C2=C1OC(=N2)C(=O)O)Cl
(5-(Pyridin-3-yl)furan-2-yl)boronic acid,(5-(Pyridin-3-yl)furan-2-yl)boronic acid|2225180-50-5|5-(Pyridin-3-yl)furan-2-boronic acid|CS-35147,B(C1=CC=C(O1)C2=CN=CC=C2)(O)O
(5-(Pyridin-4-yl)furan-2-yl)boronic acid,(5-(Pyridin-4-yl)furan-2-yl)boronic acid|2225176-85-0|5-(Pyridin-4-yl)furan-2-boronic acid|CS-35144,B(C1=CC=C(O1)C2=CC=NC=C2)(O)O
"3-(Hydrazinylmethyl)imidazo[1,2-a]pyridine","3-(Hydrazinylmethyl)imidazo[1,2-a]pyridine|2228552-88-1|({imidazo[1,2-a]pyridin-3-yl}methyl)hydrazine|EN300-1770270",C1=CC2=NC=C(N2C=C1)CNN
"2-Imidazo[1,2-a]pyridin-2-ylpropanoic acid","2-imidazo[1,2-a]pyridin-2-ylpropanoic acid|AKOS022914350|2-{imidazo[1,2-a]pyridin-2-yl}propanoic acid|EN300-1840305|64951-16-2",CC(C1=CN2C=CC=CC2=N1)C(=O)O
2-(Carboxymethoxy)pyridine-3-carboxylic acid,2-(Carboxymethoxy)pyridine-3-carboxylic acid|1892661-63-0|2-(Carboxymethoxy)pyridine-3-carboxylicacid|EN300-1627453,C1=CC(=C(N=C1)OCC(=O)O)C(=O)O
"3-(Hydrazinylmethyl)pyrazolo[1,5-a]pyridine","3-(Hydrazinylmethyl)pyrazolo[1,5-a]pyridine|1692734-46-5|AKOS026736299|EN300-291915|({pyrazolo[1,5-a]pyridin-3-yl}methyl)hydrazine",C1=CC2=C(C=NN2C=C1)CNN
"5-Chloro-[1,2,4]triazolo[1,5-A]pyridine-8-carboxylic acid","5-CHLORO-[1,2,4]TRIAZOLO[1,5-A]PYRIDINE-8-CARBOXYLIC ACID|1823955-87-8|EN300-1592181|5-CHLORO-[1,2,4]TRIAZOLO[1,5-A]PYRIDINE-8-CARBOXYLICACID",C1=C(C2=NC=NN2C(=C1)Cl)C(=O)O
N-(2-cyanopropan-2-yl)pyridine-3-carboxamide,N-(2-cyanopropan-2-yl)pyridine-3-carboxamide|1247558-63-9|EN300-3462583|N-(1-cyano-1-methylethyl)pyridine-3-carboxamide|Z648891014,CC(C)(C#N)NC(=O)C1=CN=CC=C1
"3-(Imidazo[1,5-a]pyridin-1-yl)acrylic acid","3-(Imidazo[1,5-a]pyridin-1-yl)acrylic acid|1369464-34-5|(E)-3-(Imidazo[1,5-a]pyridin-1-yl)acrylic acid",C1=CC2=C(N=CN2C=C1)/C=C/C(=O)O
"2H,3H-furo[2,3-b]pyridine-2-carboxylicacid","2H,3H-furo[2,3-b]pyridine-2-carboxylicacid|1780692-47-8|2H,3H-furo[2,3-b]pyridine-2-carboxylic acid|EN300-4698518",C1C(OC2=C1C=CC=N2)C(=O)O
5-Chloro-3-(chloromethyl)pyridin-2-ol,5-Chloro-3-(chloromethyl)pyridin-2(1H)-one|1227584-32-8|5-chloro-3-(chloromethyl)pyridin-2-ol,C1=C(C(=O)NC=C1Cl)CCl
N-methyl-N-(pyridin-2-ylmethyl)prop-2-enamide,N-methyl-N-(pyridin-2-ylmethyl)prop-2-enamide|1156153-23-9|AKOS009808516|EN300-2544418|N-methyl-N-[(pyridin-2-yl)methyl]prop-2-enamide|Z440635116,CN(CC1=CC=CC=N1)C(=O)C=C
"3-(Imidazo[1,2-a]pyridin-2-yl)acrylaldehyde","3-(Imidazo[1,2-a]pyridin-2-yl)acrylaldehyde|1563790-17-9|CS-0349922|3-{imidazo[1,2-a]pyridin-2-yl}prop-2-enal|EN300-1826244",C1=CC2=NC(=CN2C=C1)/C=C/C=O
Methyl (r)-3-amino-3-(pyridin-2-yl)propanoate,Methyl (r)-3-amino-3-(pyridin-2-yl)propanoate|1213041-75-8|CS-0347139|EN300-1164190|methyl (3R)-3-amino-3-(pyridin-2-yl)propanoate,COC(=O)C[C@H](C1=CC=CC=N1)N
2-(Hydroxyimino)-1-(pyridin-4-yl)butan-1-one,2-(Hydroxyimino)-1-(pyridin-4-yl)butan-1-one|114989-99-0|starbld0025821|(E)-2-(Hydroxyimino)-1-(pyridin-4-yl)butan-1-one,CC/C(=N\O)/C(=O)C1=CC=NC=C1
(1-Methoxybutan-2-yl)(pyridin-4-ylmethyl)amine,(1-Methoxybutan-2-yl)(pyridin-4-ylmethyl)amine|1343815-99-5|AKOS013718444|EN300-161646|(1-methoxybutan-2-yl)[(pyridin-4-yl)methyl]amine,CCC(COC)NCC1=CC=NC=C1
"4-(Imidazo[1,2-a]pyridin-2-yl)butan-2-amine","4-(Imidazo[1,2-a]pyridin-2-yl)butan-2-amine|1478875-87-4|4-{imidazo[1,2-a]pyridin-2-yl}butan-2-amine|AKOS015261706|CS-0276585|EN300-1845893",CC(CCC1=CN2C=CC=CC2=N1)N
2-methyl-N-(pyridin-3-ylmethyl)oxolan-3-amine,2-methyl-N-(pyridin-3-ylmethyl)oxolan-3-amine|1545349-66-3|AKOS026742804|EN300-163346|2-methyl-N-[(pyridin-3-yl)methyl]oxolan-3-amine,CC1C(CCO1)NCC2=CN=CC=C2
"2-{Imidazo[1,2-a]pyridin-5-yl}propanoic acid","2-{imidazo[1,2-a]pyridin-5-yl}propanoic acid|1488753-90-7|2-{imidazo[1,2-a]pyridin-5-yl}propanoicacid|EN300-1137816",CC(C1=CC=CC2=NC=CN21)C(=O)O
"3-{Pyrazolo[1,5-a]pyridin-4-yl}propanoic acid","3-{pyrazolo[1,5-a]pyridin-4-yl}propanoic acid|1557077-18-5|3-{pyrazolo[1,5-a]pyridin-4-yl}propanoicacid|EN300-1457382",C1=CN2C(=CC=N2)C(=C1)CCC(=O)O
"2-(Pyrazolo[1,5-a]pyridin-2-yloxy)acetic acid","2-(Pyrazolo[1,5-a]pyridin-2-yloxy)acetic acid|1823804-91-6|2-(Pyrazolo[1,5-a]pyridin-2-yloxy)aceticacid",C1=CC2=CC(=NN2C=C1)OCC(=O)O
"4-Aminothieno[3,2-c]pyridine-3-carboxylic acid","4-aminothieno[3,2-c]pyridine-3-carboxylic acid|1378672-92-4|4-aminothieno[3,2-c]pyridine-3-carboxylicacid",C1=CN=C(C2=C1SC=C2C(=O)O)N
"7-Aminothieno[2,3-c]pyridine-4-carboxylic acid","7-aminothieno[2,3-c]pyridine-4-carboxylic acid|2306278-27-1|7-aminothieno[2,3-c]pyridine-4-carboxylicacid",C1=CSC2=C1C(=CN=C2N)C(=O)O
Methyl (R)-3-amino-3-(pyridin-4-yl)propanoate,Methyl (R)-3-amino-3-(pyridin-4-yl)propanoate|1213532-80-9|EN300-1164196|methyl (3R)-3-amino-3-(pyridin-4-yl)propanoate,COC(=O)C[C@H](C1=CC=NC=C1)N
4-[Ethyl(methyl)amino]pyridine-2-carboxylic acid,4-[ethyl(methyl)amino]pyridine-2-carboxylic acid|1095030-39-9|EN300-649540|4-[ethyl(methyl)amino]pyridine-2-carboxylicacid,CCN(C)C1=CC(=NC=C1)C(=O)O
(1-(Pyridin-4-ylmethyl)pyrrolidin-3-yl)methanol,(1-(pyridin-4-ylmethyl)pyrrolidin-3-yl)methanol|[1-(pyridin-4-ylmethyl)pyrrolidin-3-yl]methanol|AKOS011658010|DB-222452|1211467-53-6,C1CN(CC1CO)CC2=CC=NC=C2
(1-(Pyridin-2-ylmethyl)pyrrolidin-3-yl)methanol,(1-(pyridin-2-ylmethyl)pyrrolidin-3-yl)methanol|[1-(pyridin-2-ylmethyl)pyrrolidin-3-yl]methanol|AKOS011656670|DB-222444|1211454-58-8,C1CN(CC1CO)CC2=CC=CC=N2
4-(1H-imidazol-2-yl)pyridin-3-amine,4-(1H-IMIDAZOL-2-YL)-PYRIDIN-3-YLAMINE|1314923-76-6|4-(1H-imidazol-2-yl)pyridin-3-amine|AKOS006311476|EN300-1131913,C1=CN=CC(=C1C2=NC=CN2)N
(2-(1H-Imidazol-2-yl)pyridin-4-yl)methanamine,(2-(1H-Imidazol-2-yl)pyridin-4-yl)methanamine|1823946-96-8|[2-(1H-imidazol-2-yl)pyridin-4-yl]methanamine|AKOS026730012|EN300-139607,C1=CN=C(C=C1CN)C2=NC=CN2
"3-Methylthieno[3,2-c]pyridine-4-carboxylic acid","3-methylthieno[3,2-c]pyridine-4-carboxylic acid|1780187-03-2|3-methylthieno[3,2-c]pyridine-4-carboxylicacid",CC1=CSC2=C1C(=NC=C2)C(=O)O
"[1,3]Oxazolo[4,5-b]pyridine-2-carboxylic acid","[1,3]oxazolo[4,5-b]pyridine-2-carboxylic acid|1211587-80-2|[1,3]oxazolo[4,5-b]pyridine-2-carboxylicacid|EN300-150262",C1=CC2=C(N=C1)N=C(O2)C(=O)O
5-Amino-2-(methylamino)pyridine-3-carboxylicacid,5-amino-2-(methylamino)pyridine-3-carboxylicacid|1368842-87-8|EN300-4330321|5-amino-2-(methylamino)pyridine-3-carboxylic acid,CNC1=C(C=C(C=N1)N)C(=O)O
2-Chloro-3-(4-tetrahydropyranyl)pyridine,2-CHLORO-3-(4-TETRAHYDROPYRANYL)PYRIDINE|1417518-93-4|2-chloro-3-(oxan-4-yl)pyridine|EN300-330533,C1COCCC1C2=C(N=CC=C2)Cl
5-[Ethyl(methyl)amino]pyridine-3-carboxylic acid,5-[Ethyl(methyl)amino]pyridine-3-carboxylic acid|1862187-32-3|EN300-340541|5-[Ethyl(methyl)amino]pyridine-3-carboxylicacid,CCN(C)C1=CN=CC(=C1)C(=O)O
2-Methyl-5-(pyridin-4-yl)-1H-pyrrole-3-carbaldehyde,481053-73-0|2-Methyl-5-(pyridin-4-yl)-1H-pyrrole-3-carbaldehyde|AKOS025120823|2-Methyl-5-pyridin-4-yl-1H-pyrrole-3-carbaldehyde,CC1=C(C=C(N1)C2=CC=NC=C2)C=O
"Ethyl((thieno[2,3-C]pyridin-2-ylmethyl))amine","1211506-06-7|ETHYL((THIENO[2,3-C]PYRIDIN-2-YLMETHYL))AMINE|AKOS006373348|EN300-1592501|ethyl({thieno[2,3-c]pyridin-2-yl}methyl)amine",CCNCC1=CC2=C(S1)C=NC=C2
"4-(3-Chloro-1,2,4-oxadiazol-5-YL)pyridine","1257878-69-5|3-CHLORO-5-(PYRIDIN-4-YL)-1,2,4-OXADIAZOLE|AB84816|AT37653|4-(3-CHLORO-1,2,4-OXADIAZOL-5-YL)PYRIDINE",C1=CN=CC=C1C2=NC(=NO2)Cl
3-Methyl-2-(5-methyl-2-imidazolyl)pyridine,1341160-16-4|3-Methyl-2-(5-methyl-2-imidazolyl)pyridine|AKOS013710564|SY350523|3-methyl-2-(5-methyl-1H-imidazol-2-yl)pyridine,CC1=C(N=CC=C1)C2=NC=C(N2)C
"(E)-3-(Imidazo[1,2-a]pyridin-2-yl)acrylic acid","(E)-3-(Imidazo[1,2-a]pyridin-2-yl)acrylic acid|1984847-31-5|EN300-1865572|3-{imidazo[1,2-a]pyridin-2-yl}prop-2-enoic acid|790594-78-4",C1=CC2=NC(=CN2C=C1)/C=C/C(=O)O
"7,8-Dihydro-5H-pyrano[4,3-B]pyridine-2,3-diamine","1260670-87-8|7,8-DIHYDRO-5H-PYRANO[4,3-B]PYRIDINE-2,3-DIAMINE|DTXSID001229780|AB73423|5H-Pyrano[4,3-b]pyridine-2,3-diamine, 7,8-dihydro-",C1COCC2=CC(=C(N=C21)N)N
"4-(Aminomethyl)-1,3-dihydro-2H-pyrrolo[3,2-C]pyridin-2-one","1260671-84-8|4-(AMINOMETHYL)-1,3-DIHYDRO-2H-PYRROLO[3,2-C]PYRIDIN-2-ONE|DTXSID501184220|AB73898|2H-Pyrrolo[3,2-c]pyridin-2-one, 4-(aminomethyl)-1,3-dihydro-",C1C2=C(C=CN=C2CN)NC1=O
"4-(Chloromethyl)-1,3-dihydro-2H-pyrrolo[3,2-C]pyridin-2-one","1260666-36-1|4-(CHLOROMETHYL)-1,3-DIHYDRO-2H-PYRROLO[3,2-C]PYRIDIN-2-ONE|DTXSID401179957|AB73899|2H-Pyrrolo[3,2-c]pyridin-2-one, 4-(chloromethyl)-1,3-dihydro-",C1C2=C(C=CN=C2CCl)NC1=O
"2-Chloro-5H-pyrano[4,3-B]pyridin-8(7H)-one","1260672-70-5|2-CHLORO-5H-PYRANO[4,3-B]PYRIDIN-8(7H)-ONE|DTXSID601255989|AB74028|5H-Pyrano[4,3-b]pyridin-8(7H)-one, 2-chloro-",C1C2=C(C(=O)CO1)N=C(C=C2)Cl
"6,7-Dihydro-5H-pyrrolo[3,4-B]pyridin-4-amine","1393585-23-3|6,7-DIHYDRO-5H-PYRROLO[3,4-B]PYRIDIN-4-AMINE|AB77128|5H,6H,7H-pyrrolo[3,4-b]pyridin-4-amine|EN300-7670820",C1C2=C(C=CN=C2CN1)N
